id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
10-22,A polar bear has thick wooly fur so that he may,"{'text': ['become a mop', 'showoff', 'clean the ice', 'thrive'], 'label': ['A', 'B', 'C', 'D']}",D,an animal requires warmth for survival,1.0,1.600000023841858,cee82219a0
10-23,A system of tubes that relocates water and nutrients around in order to make most use of them can be found in,"{'text': ['a lily', 'a door', 'a table', 'a rock'], 'label': ['A', 'B', 'C', 'D']}",A,a plant stem contains a system of tubes for transporting water and nutrients to other parts of the plant,1.0,1.399999976158142,b356d338b7
10-26,"If someone hears a crunching sound while walking under a tree, which of these likely happened?","{'text': ['dead leaves fell down', 'a mouse ran away', 'a duck started quacking', 'a dog was barking'], 'label': ['A', 'B', 'C', 'D']}",A,if a leaf falls off of a tree then that leaf is dead,1.0,2.0,0317ce7c33
10-27,Bumble Bees like to do what in the winter,"{'text': ['sleep years', 'sleep softly', 'sleep extensive periods', 'sleep painfully'], 'label': ['A', 'B', 'C', 'D']}",C,hibernation is an inherited behavior,1.0,1.6699999570846558,0d935542d3
10-28,Thee dominant trait will always be visible when,"{'text': ['either are missing', 'both are missing', 'both are present', 'the recessives present'], 'label': ['A', 'B', 'C', 'D']}",C,"when both a dominant and recessive gene are present , the dominant trait will be visible",0.8299999833106995,0.33000001311302185,dc78319bb0
10-30,One example of avoiding waste when grocery shopping is to bring your own,"{'text': ['cloth satchel', 'greedy nature', 'one-use paper bags', 'disposable plastic bag'], 'label': ['A', 'B', 'C', 'D']}",A,An example of avoiding waste is using an object more than once,0.800000011920929,1.2000000476837158,7c933a44d8
10-31,A stone is weathered into sand in about,"{'text': ['a millennia', 'a week', 'a day', 'a fortnight'], 'label': ['A', 'B', 'C', 'D']}",A,weathering usually occurs over a period of many years,1.0,2.0,b356d338b7
10-34,Pushing an object requires what?,"{'text': ['wind', 'water', 'heavy exertion', 'flowers'], 'label': ['A', 'B', 'C', 'D']}",C,pushing an object requires force,1.0,1.600000023841858,1e6dc77bb6
10-36,What are nutrients a source of energy for?,"{'text': ['water', 'whales', 'stars', 'plastids'], 'label': ['A', 'B', 'C', 'D']}",B,nutrients are a source of energy for living things,1.0,2.0,1e6dc77bb6
10-37,Bats use the organs on the side of their heads to,"{'text': ['receive short radio pulses', 'hold up their sunglasses', 'create lift for flight', 'attract a potential mate'], 'label': ['A', 'B', 'C', 'D']}",A,bats can echolocate,1.0,1.6699999570846558,dc78319bb0
10-38,"A person fills their tank with fossil fuels, and knows that in one hundred years","{'text': ['they may be more bountiful', 'they may be more frequent', 'they may cease existing', 'they may be free'], 'label': ['A', 'B', 'C', 'D']}",C,fossil fuels are a nonrenewable resource,1.0,1.8300000429153442,b356d338b7
10-39,"If someone released a pollutant into the world, it would be all aside from","{'text': ['plastic', 'poison', 'trees', 'smoke'], 'label': ['A', 'B', 'C', 'D']}",C,pollution is a source of pollutants,1.0,1.2000000476837158,b356d338b7
10-40,Hummingbirds gather nectar using their,"{'text': ['bills', 'wings', 'hands', 'feet'], 'label': ['A', 'B', 'C', 'D']}",A,a skinny beak is used for obtaining food by a bird from small spaces,1.0,1.2000000476837158,7c933a44d8
10-41,At a campsite one night we all gather round a fire to roast marshmallows; this is an example of,"{'text': ['dinner', 'fusion', 'maillard reaction', 'competition'], 'label': ['A', 'B', 'C', 'D']}",C,cooking causes a chemical reaction,0.800000011920929,0.800000011920929,97e7d66d68
10-42,What can genes do?,"{'text': [""Give a young goat hair that looks like its mother's hair"", 'Make a baby chubby', 'Make a horse break its leg', 'Attack viruses and bacteria'], 'label': ['A', 'B', 'C', 'D']}",A,genes are a vehicle for passing inherited characteristics from parent to offspring,0.8299999833106995,1.8300000429153442,3f32b550f3
10-44,"A team has pizza after a game, and they eat most of it, but leave the rest of the pizza out. The pizza is later inedible because of","{'text': ['need to play games', 'bedtime coming sooner than thought', 'lack of food preservation', 'exhaustion from the sun'], 'label': ['A', 'B', 'C', 'D']}",C,microorganisms cause food to spoil,1.0,2.0,b356d338b7
10-47,How might you figure out what a parts are needed to let your car drive?,"{'text': ['think very hard until you figure it out', 'ask the person who invented it', 'throw it in a lake and see if it floats', 'break it down and determine what it is composed of'], 'label': ['A', 'B', 'C', 'D']}",D,the composition of something can be used to identify that something,1.0,1.600000023841858,0317ce7c33
10-50,You may use a tree to,"{'text': ['build a human', 'build a bench', 'build a car', 'build a computer'], 'label': ['A', 'B', 'C', 'D']}",B,trees are a renewable resource,1.0,2.0,cee82219a0
10-52,A source of heat could be,"{'text': ['an ice cube', 'a fan', 'holding hands', 'a snowflake'], 'label': ['A', 'B', 'C', 'D']}",C,a radiator is a source of heat,1.0,2.0,cee82219a0
10-53,What contains nutrients for plants?,"{'text': ['dirt cheap', 'wind', 'ground minerals', 'soiled clothes'], 'label': ['A', 'B', 'C', 'D']}",C,soil contains nutrients for plants,1.0,2.0,1e6dc77bb6
10-55,Light has the inability to shine through what?,"{'text': ['solid wood', 'glass', 'atmospheres', 'water'], 'label': ['A', 'B', 'C', 'D']}",A,no light shines through an opaque object,1.0,2.0,1e6dc77bb6
10-56,"A mighty river flows through an area for millennia. Afterwards, it can be noted that where there once were shallow rivers, there are now","{'text': ['massive canyons', 'large bricks', 'old socks', 'small creeks'], 'label': ['A', 'B', 'C', 'D']}",A,most canyons are formed by flowing rivers through erosion over long periods of time,1.0,1.600000023841858,b356d338b7
10-57,Taking a chicken leg from a deep freezer and placing it on a kitchen counter will,"{'text': ['cause it to die', 'cause it to unfreeze', 'cause it to freeze', 'cause it to corrode'], 'label': ['A', 'B', 'C', 'D']}",B,moving an object from a cool place to a warm place causes the object 's temperature to increase,1.0,2.0,b356d338b7
10-58,A ball rolling over carpet will go ______ than a ball rolling over concrete.,"{'text': ['slower', 'speedier', 'greater', 'faster'], 'label': ['A', 'B', 'C', 'D']}",A,"as the roughness of something increases , the friction of that something will increase when its surface moves against another surface",1.0,2.0,b356d338b7
10-59,"Just like with humans, if another organism consumes more calories than it burns off, it will inevitably","{'text': ['get fatter', 'run', 'fly', 'die'], 'label': ['A', 'B', 'C', 'D']}",A,"as the amount of food an animal eats increases , the weight of that animal will increase",1.0,2.0,bdb4135787
10-60,Why did the roadrunner cross the desert road?,"{'text': ['to evade a polar bear', 'to evade a coyote', 'to dodge a tsunami', 'to outrun an avalanche'], 'label': ['A', 'B', 'C', 'D']}",B,some animals move quickly to escape predators,1.0,0.800000011920929,7c933a44d8
10-61,"When you exit a dark film theater, the world","{'text': ['looks darker', 'looks brighter', 'looks the same', 'looks more French'], 'label': ['A', 'B', 'C', 'D']}",B,"when light enters the eye through the pupil , that light falls on the retina",0.800000011920929,1.600000023841858,7c933a44d8
10-63,A puppy may be taken away from people if they,"{'text': ['keep it outside lacking protection', 'play with it affectionately', 'feed it quality food', 'give it clean water'], 'label': ['A', 'B', 'C', 'D']}",A,an animal requires shelter,1.0,2.0,b356d338b7
10-65,"A person discovers a dinosaur skeleton in their backyard under a lot of dirt. The skeleton is lacking the bright whiteness of bones, because it is","{'text': ['filled with beer', 'covered in salt', 'trapped in stone', 'smooth with wires'], 'label': ['A', 'B', 'C', 'D']}",C,fossils are formed when layers of sediment cover the remains of organisms over time,0.800000011920929,1.2000000476837158,b356d338b7
10-66,It becomes cold enough for heavy clothing in December in the northern hemisphere because,"{'text': [""our planet's axis is tilted"", ""Mercury's axis is tilted"", 'the gravitational pull of Pluto on the southern hemisphere', 'lyrics about winter by popular musicians always mention bundling up'], 'label': ['A', 'B', 'C', 'D']}",A,Earth 's tilt on its axis causes seasons to occur,1.0,1.600000023841858,7c933a44d8
10-70,a switch turns something with a power source on because:,"{'text': ['the circuit is opened', 'the light turns off', 'the insulation adds current', 'a piece of copper closes the circuit'], 'label': ['A', 'B', 'C', 'D']}",D,a closed circuit has continuous path,1.0,1.600000023841858,52dbc5c7af
10-72,Jamaican natives have a dark skin tone do to,"{'text': ['lack of nutrients', 'camouflage', 'solar radiation', 'their diet'], 'label': ['A', 'B', 'C', 'D']}",C,living in an environment causes an organism to adapt to that environment,1.0,1.600000023841858,dc78319bb0
10-73,"A lone fox is searching for its next meal in a meadow that used to be bountiful with food. This season, though, rabbits have all been eaten up and the field is dry and barren. The fox may","{'text': ['fly', 'speak', 'starve', 'float'], 'label': ['A', 'B', 'C', 'D']}",C,loss of resources has a negative impact on the organisms in an area,1.0,2.0,b356d338b7
10-74,"A lion is hunting antelope. The antelope are fast, faster than the lion expected. To eat today, the lion needs","{'text': ['to find more water', 'to catch up to it', 'to enjoy its day', 'to wear better shoes'], 'label': ['A', 'B', 'C', 'D']}",B,if an organism 's prey moves quickly then that organism may need to move quickly to catch its prey,1.0,2.0,b356d338b7
10-75,As the air becomes more arid it contains,"{'text': ['oxygen', 'rain', 'less humidity', 'more static'], 'label': ['A', 'B', 'C', 'D']}",C,"as dryness increases in an environment , the available water in that environment will decrease",1.0,1.600000023841858,dc78319bb0
10-76,"A person has sand in their shoe from the beach, and they dump the sand out at their doorstep many miles away. The sand could end up back on that beach if","{'text': ['magic creatures move it', 'someone goes to the zoo', 'a large gust passes', 'people wish for it'], 'label': ['A', 'B', 'C', 'D']}",C,wind carries sand from one place to another place,1.0,1.2000000476837158,b356d338b7
10-79,"If a tree falls in the forest, then gets covered in mud, it might form :","{'text': ['future imprints in rock', 'Houses for hairy  sasquatch', 'charmin brand toilet paper', 'Footprints on a beach'], 'label': ['A', 'B', 'C', 'D']}",A,An example of a fossil is a paw print in rock,0.8299999833106995,1.8300000429153442,e223f36ae0
10-81,Camouflage is used by entities for hunting,"{'text': ['air', 'trees', 'vittles', 'water'], 'label': ['A', 'B', 'C', 'D']}",C,An example of camouflage is an organism looking like leaves,1.0,1.3300000429153442,52dbc5c7af
10-82,If a tree is separated from it's roots it will,"{'text': ['run away', 'expire', 'have a party', 'get stronger'], 'label': ['A', 'B', 'C', 'D']}",B,if a tree is cut down then that tree will die,1.0,2.0,dc78319bb0
10-86,Some human activities may create brackish like,"{'text': ['swimming tubs', 'buildings', 'ships', 'cars'], 'label': ['A', 'B', 'C', 'D']}",A,water is often brackish in an estuary,0.800000011920929,0.0,cee82219a0
10-91,To see an example of xylem in work,"{'text': ['organize flowers in a bouquet', 'put a rose in food dye', 'pull a plant from the root', 'poor water on a plant'], 'label': ['A', 'B', 'C', 'D']}",B,xylem carries water from the roots of a plant to the leaves of a plant,0.8299999833106995,1.1699999570846558,cee82219a0
10-92,What makes sure that the tips of your toes have enough of the gas that plants put off?,"{'text': ['your circulatory system', 'your pancreas', 'warm socks', 'your nervous system'], 'label': ['A', 'B', 'C', 'D']}",A,the circulatory system transports blood throughout the body,0.800000011920929,1.399999976158142,3f32b550f3
10-93,The production of lightbulbs effects the,"{'text': ['brain', 'blood cells', 'air', 'ocean'], 'label': ['A', 'B', 'C', 'D']}",D,some light bulbs convert electricity into light and heat energy,0.800000011920929,0.20000000298023224,cee82219a0
10-95,A quick way to adjust the formation of portions of the crust of the earth is for it to,"{'text': ['experience trembling', 'make believe', 'fall down', 'fly away'], 'label': ['A', 'B', 'C', 'D']}",A,an earthquake changes Earth 's surface quickly,1.0,2.0,b356d338b7
10-100,H2O allows for the conduction of,"{'text': ['electrical potential', 'land', 'neurons', 'people'], 'label': ['A', 'B', 'C', 'D']}",A,water is an electrical conductor,1.0,1.0,dc78319bb0
10-103,seeds may grow when,"{'text': ['ingested', 'roasted', 'left alone', 'placed underground'], 'label': ['A', 'B', 'C', 'D']}",D,seeds may sprout when buried in soil,1.0,1.600000023841858,9cc91104fa
10-105,What will be more available in an area when rain is common?,"{'text': ['dirt', 'air', 'h2o', 'fire'], 'label': ['A', 'B', 'C', 'D']}",C,a desert environment has low rainfall,1.0,1.2000000476837158,52dbc5c7af
10-106,The Earth's topography varies widely from the deepest trenches to the tallest,"{'text': ['tales', 'trees', 'pinnacle', 'buildings'], 'label': ['A', 'B', 'C', 'D']}",C,the surface of the Earth contains mountains,0.800000011920929,0.4000000059604645,dc78319bb0
10-109,Gills are used to breath water by what?,"{'text': ['salmon', 'fishing boats', 'mammals', 'penguins'], 'label': ['A', 'B', 'C', 'D']}",A,gills are used for breathing water by aquatic animals,1.0,1.600000023841858,1e6dc77bb6
10-110,Which weight has the most resistance when being picked up?,"{'text': ['3 pound purple weight', '2 pound pink weight', '5 pound green weight', '8 pound blue weight'], 'label': ['A', 'B', 'C', 'D']}",D,"as the resistance to something increases , how easilty that something can be done will decrease",1.0,2.0,7189327f06
10-112,"Because it's less dense, water floats on top of","{'text': ['honey', 'vegetable oil', 'our insect overlords', 'water'], 'label': ['A', 'B', 'C', 'D']}",A,denser liquids settle below liquids that are less dense,0.8299999833106995,1.3300000429153442,7c933a44d8
10-114,If an organism dies what happens to that organisms population?,"{'text': ['relaxes', 'cries', 'increases', 'subsides'], 'label': ['A', 'B', 'C', 'D']}",D,if an organism dies then the population of that organism will decrease,0.8299999833106995,1.3300000429153442,1e6dc77bb6
10-115,"On a morning when the weather is clear, the sky is","{'text': ['bright', 'cloudy', 'stormy', 'dark'], 'label': ['A', 'B', 'C', 'D']}",A,clear weather means sunny weather,0.8299999833106995,1.0,83ad69bf22
10-118,"Imagine a huge rabies epidemic, where all the cats in the world died, which species would over run the earth?","{'text': ['Rodents', 'Pachyderms', 'Butterflys', 'Homo sapiens'], 'label': ['A', 'B', 'C', 'D']}",A,"as population of predators decreases , the population of prey will increase in an environment",0.800000011920929,0.800000011920929,e223f36ae0
10-119,A cat finds it easiest to get a grip when climbing up,"{'text': ['plastic pole', 'carpeted pole', 'icy pole', 'metal pole'], 'label': ['A', 'B', 'C', 'D']}",B,"as roughness of a surface increases , friction will increase",0.800000011920929,1.600000023841858,b356d338b7
10-120,"Miles above the equator, people from several faiths celebrate holidays in","{'text': ['cool months', 'eastern months', 'more months', 'warm months'], 'label': ['A', 'B', 'C', 'D']}",A,December is during the winter in the northern hemisphere,0.800000011920929,0.6700000166893005,b356d338b7
10-122,A person needs to move a boulder from a crevice to a bluff. The person employs the use of,"{'text': ['a fast car and a ball', 'a plank with one end raised', 'a small bowl of soup', 'a stick with a leaf'], 'label': ['A', 'B', 'C', 'D']}",B,an inclined plane is used for raising objects,1.0,1.3300000429153442,b356d338b7
10-123,"The earth has continents that experience different things at different times, depending on where on Earth's axis it is, such as","{'text': ['cartoons', 'forests', 'lunch', 'Christmas'], 'label': ['A', 'B', 'C', 'D']}",D,the Earth rotates on its axis on its axis,0.800000011920929,0.33000001311302185,b356d338b7
10-126,"A mole can avoid being detected by hawks, owls and other predators by","{'text': ['moving slowly', 'setting traps', 'traveling beneath soil', 'building decoys'], 'label': ['A', 'B', 'C', 'D']}",C,living underground can be used for hiding from predators,1.0,2.0,b356d338b7
10-128,Factories often add something to the environment that is,"{'text': ['helpful', 'productive', 'sanitizing', 'posionous'], 'label': ['A', 'B', 'C', 'D']}",D,polluting means something poisonous is added to an environment causing harm to the environment,1.0,2.0,7189327f06
10-129,As the amount of water a plant receives increases what will usually happen with it?,"{'text': ['diminish', 'shrinking', 'grow metal', 'expanded proportions'], 'label': ['A', 'B', 'C', 'D']}",D,"as the amount of water received by a plant increases , that plant will usually grow",1.0,1.5,1e6dc77bb6
10-131,The diaphragms in the microphone and speaker convert sound energy into,"{'text': ['light energy', 'low voltage electricity', 'back message', 'heat energy'], 'label': ['A', 'B', 'C', 'D']}",B,telephones convert sound energy into electrical energy,0.800000011920929,1.2000000476837158,dc78319bb0
10-132,The moon looks different in different parts of,"{'text': ['April', 'today', 'this week', '2018'], 'label': ['A', 'B', 'C', 'D']}",A,the phases of the Moon change the appearance of the Moon,0.800000011920929,0.0,7189327f06
10-135,"If the earth were small enough to put on a plate and serve up for dinner, the being eating it would get mouthfuls of","{'text': ['stew', 'towels', 'stone', 'corn'], 'label': ['A', 'B', 'C', 'D']}",C,Earth 's surface is made of rock,1.0,1.6699999570846558,b356d338b7
10-136,transpiration happens in the leaves of what?,"{'text': ['rocks', 'shrubbery', 'cars', 'animals'], 'label': ['A', 'B', 'C', 'D']}",B,transpiration usually happens in the leaves of a plant,0.800000011920929,1.7999999523162842,1e6dc77bb6
10-137,"A person wants to show that they have lost money with their business, and they want to show someone. They decide to use a graph that shows","{'text': ['more money', 'circled things', 'pictures of cats', 'ups and downs'], 'label': ['A', 'B', 'C', 'D']}",D,a line graph is used for showing change over time,1.0,1.600000023841858,b356d338b7
10-138,A fan pushes air with,"{'text': ['forks', 'straw', 'rotating flat surface', 'lumber'], 'label': ['A', 'B', 'C', 'D']}",C,the vanes rotating in an electric fan causes air to move,1.0,2.0,dc78319bb0
10-139,People eating meals or snacks containing substances are further processed in the,"{'text': ['reproductive system', 'burgers and fries', 'gastro tract', 'ocular department'], 'label': ['A', 'B', 'C', 'D']}",C,the breaking down of food into simple substances occurs in the digestive system,0.800000011920929,1.600000023841858,52dbc5c7af
10-140,If you're in the North Pole the North Star may be visible when?,"{'text': ['a weed', 'two months', 'a day', 'all year round'], 'label': ['A', 'B', 'C', 'D']}",D,the Earth revolving around the sun causes stars to appear in different areas in the sky at different times of year,0.800000011920929,1.2000000476837158,cee82219a0
10-141,How does darkness impact photosynthesis?,"{'text': ['positively', 'increases absorption', 'very poorly', 'increases endurance'], 'label': ['A', 'B', 'C', 'D']}",C,darkness has a negative impact on photosynthesis,1.0,1.600000023841858,1e6dc77bb6
10-142,"Birds give birth to their babies while still in an egg. Mammals, however, give birth to their babies","{'text': ['scrambled', 'already alive', 'dead', 'Old'], 'label': ['A', 'B', 'C', 'D']}",B,mammals give birth to live young,1.0,2.0,bdb4135787
10-143,what affects an organisms acquired characteristics?,"{'text': ['the moon', 'gravity', 'its immediate surroundings', 'birthday'], 'label': ['A', 'B', 'C', 'D']}",C,an organism 's environment affects that organism 's acquired characteristics,1.0,1.2000000476837158,6240cdfd8d
10-144,sunlight produces,"{'text': ['darkness', 'wind', 'solar radiation', 'snow'], 'label': ['A', 'B', 'C', 'D']}",C,sunlight produces heat,1.0,2.0,dc78319bb0
10-145,A field is tilled and soil is filled with nutrients after years of,"{'text': ['bears eroding trees', 'the flu dissolving', 'stones being destroyed', 'corn burning up'], 'label': ['A', 'B', 'C', 'D']}",C,soil is formed by rocks eroding,0.800000011920929,1.3300000429153442,b356d338b7
10-146,Every single bit of growth and life on earth is connected to the power of,"{'text': ['solar aliens', 'magic orbs', 'magic beans', 'daylight'], 'label': ['A', 'B', 'C', 'D']}",D,the sun is the source of energy for physical cycles on Earth,1.0,1.6699999570846558,b356d338b7
10-147,"A lady needs to be able to confirm what very small text reads on her pill bottle, so a ______ is necessary.","{'text': ['microscope', 'telescope', 'magnifier', 'binoculars'], 'label': ['A', 'B', 'C', 'D']}",C,magnifying glass is used to see small things by making objects appear bigger,1.0,1.399999976158142,b356d338b7
10-148,A telescope is used to observe what?,"{'text': ['heavenly bodies', 'star charts', 'animals', 'water'], 'label': ['A', 'B', 'C', 'D']}",A,a telescope is used for observing stars,1.0,1.1699999570846558,1e6dc77bb6
10-150,Deposition is caused by what?,"{'text': ['venus wind', 'forceful gales', 'airplanes', 'eroding mentalities'], 'label': ['A', 'B', 'C', 'D']}",B,erosion causes deposition,0.8299999833106995,0.6700000166893005,1e6dc77bb6
10-152,A quiet desert town will see more _____ than a big city will.,"{'text': ['buildings', 'cars', 'people', 'stars'], 'label': ['A', 'B', 'C', 'D']}",D,"as light pollution increases , seeing the stars will be harder",1.0,2.0,b356d338b7
10-153,As a body of waters surface area increases what else will increase?,"{'text': ['vaporization', 'evaporating milk', 'coals', 'fires'], 'label': ['A', 'B', 'C', 'D']}",A,"as the surface area of a body of water increases , evaporation of that body of water will increase",1.0,1.5,1e6dc77bb6
10-156,"photosynthesis makes food for the plant by converting carbon dioxide, water, and sunlight into what?","{'text': ['dirt', 'sunlight', 'mental energy', 'sugars'], 'label': ['A', 'B', 'C', 'D']}",D,"photosynthesis makes food for the plant by converting carbon dioxide, water, and sunlight into carbohydrates",1.0,2.0,1e6dc77bb6
10-157,All living things are made of parts that contain a,"{'text': ['blood vessel', 'heart', 'nucleus', 'skeleton'], 'label': ['A', 'B', 'C', 'D']}",C,a living thing is made of cells,1.0,1.600000023841858,7189327f06
10-158,As ipod sale plummet apple reports major,"{'text': ['loses', 'raises', 'firings', 'gains'], 'label': ['A', 'B', 'C', 'D']}",A,"as the sale of a product decreases , the amount of money made by the person selling that product will decrease",1.0,0.0,dc78319bb0
10-159,a force acting on an object in the opposite direction that the object is moving can cause that object 's speed to decrease in what motion?,"{'text': ['frontward', 'backward', 'downward', 'upward'], 'label': ['A', 'B', 'C', 'D']}",A,a force acting on an object in the opposite direction that the object is moving can cause that object 's speed to decrease in a forward motion,0.800000011920929,0.0,1e6dc77bb6
10-160,if liquid is changing its state to gas then that liquid is,"{'text': ['slimy', 'cold', 'condensing', 'hot'], 'label': ['A', 'B', 'C', 'D']}",D,if liquid is boiling then that liquid is hot,1.0,1.600000023841858,6240cdfd8d
10-163,A pulley is used to do what with objects?,"{'text': ['crush', 'cool', 'increase altitude', 'elevate significance'], 'label': ['A', 'B', 'C', 'D']}",C,a pulley is used for lifting objects,0.800000011920929,1.600000023841858,1e6dc77bb6
10-165,A place you would want to avoid that is prone to Earthquakes would be,"{'text': ['Kansas', 'Alaska', 'Osaka', 'France'], 'label': ['A', 'B', 'C', 'D']}",C,earthquakes cause rock layers to fold on top of each other,1.0,0.4000000059604645,cee82219a0
10-167,A person using a compass can find their way when they are lost,"{'text': ['in time', 'in play', 'in space', 'on water'], 'label': ['A', 'B', 'C', 'D']}",D,a compass is used to navigate oceans,1.0,1.6699999570846558,b356d338b7
10-168,"A puppy is sitting in a yard and is at the door, asking to come in. A person looks out the door and sees the pup tremble, so the person can tell that","{'text': ['the dog is lonely', 'the temps have dropped', 'the puppy is happy', 'the pup is strong'], 'label': ['A', 'B', 'C', 'D']}",B,cool temperatures cause animals to shiver,1.0,2.0,b356d338b7
10-169,Earth orbiting what causes seasons to change?,"{'text': ['mars', 'saturn', 'local star', 'sunlight'], 'label': ['A', 'B', 'C', 'D']}",C,Earth orbiting the Sun causes seasons to change,1.0,2.0,1e6dc77bb6
10-170,A person puts liquid matter in a glass and it,"{'text': ['is hardened', 'evaporates immediately', 'is shaped similarly', 'melts the glass'], 'label': ['A', 'B', 'C', 'D']}",C,Matter in the liquid phase has variable shape,1.0,1.600000023841858,b356d338b7
10-172,A person pours water into a cylinder in order to,"{'text': ['touch it', 'observe it', 'taste it', 'make it'], 'label': ['A', 'B', 'C', 'D']}",B,a graduated cylinder is used to measure volume of an object,1.0,1.399999976158142,b356d338b7
10-173,studying a soil sample means studying the microorganisms in the,"{'text': ['dirt', 'air', 'lava', 'water'], 'label': ['A', 'B', 'C', 'D']}",A,studying a soil sample means studying the microorganisms in that soil,1.0,2.0,6240cdfd8d
10-175,Sharks live in a liquid deluged with sodium chloride because it allows them to,"{'text': ['form sharknadoes', 'have increased buoyancy', 'eat people', 'star in films'], 'label': ['A', 'B', 'C', 'D']}",B,the ocean contains large amounts of salt water,1.0,1.600000023841858,7c933a44d8
10-176,Tearing an object changes its what?,"{'text': ['temperature', 'configuration', 'moistness', 'elements'], 'label': ['A', 'B', 'C', 'D']}",B,tearing an object changes that object 's shape,1.0,2.0,1e6dc77bb6
10-177,Flowers provide substance for many animals like,"{'text': ['Whales', 'Seals', 'Dolphins', 'squirrels'], 'label': ['A', 'B', 'C', 'D']}",D,a flower 's purpose is to produce seeds,1.0,1.600000023841858,cee82219a0
10-180,A person with a vitamin D deficiency who is allergic to sunlight could,"{'text': ['look at pictures', 'drink more water', 'bathe more often', 'eat more cheese'], 'label': ['A', 'B', 'C', 'D']}",D,dairy is a source of Vitamin D,1.0,2.0,b356d338b7
10-181,the ring of fire is made up of,"{'text': ['kelp', 'immersed lava vents', 'marshmallows', 'ice formations'], 'label': ['A', 'B', 'C', 'D']}",B,volcanoes are often found under oceans,1.0,2.0,dc78319bb0
10-183,A greenhouse is used to protect plants from what?,"{'text': ['nutrients', 'freezing winds', 'socializing', 'fresh air'], 'label': ['A', 'B', 'C', 'D']}",B,a greenhouse is used to protect plants from the cold,0.800000011920929,2.0,1e6dc77bb6
10-184,What animal is cold-blooded?,"{'text': ['cats', 'dogs', 'tree hopper', 'rats'], 'label': ['A', 'B', 'C', 'D']}",C,an amphibian is cold-blooded,1.0,2.0,1e6dc77bb6
10-186,Silver nitrate on hardened silicon will force light to,"{'text': ['refract', 'scatter', 'become hot', 'dissipate'], 'label': ['A', 'B', 'C', 'D']}",A,a mirror reflects light,0.800000011920929,0.6000000238418579,dc78319bb0
10-188,Cans can be taken to a place known as,"{'text': ['the ocean', 'scrap yard', 'shot with BBs', 'buried'], 'label': ['A', 'B', 'C', 'D']}",B,aluminum is recyclable,1.0,2.0,dc78319bb0
10-190,One way humans may be polluting the Earth is,"{'text': ['using solar energy', 'antibacterial soap', 'riding bikes', 'walking'], 'label': ['A', 'B', 'C', 'D']}",B,pollution is when humans pollute the environment with pollutants,1.0,0.4000000059604645,cee82219a0
10-191,A person wanting to protect humans from electrocution through wire contact would wrap the wire in,"{'text': ['a tin can barrier', 'a metal beam with steel', 'a copper rope with barbs', 'a log filled with sawdust'], 'label': ['A', 'B', 'C', 'D']}",D,wood is an electrical energy insulator,0.800000011920929,1.2000000476837158,b356d338b7
10-192,Carnivores devour omnivores which eat,"{'text': ['flora', 'rocks', 'crustaceans', 'sand'], 'label': ['A', 'B', 'C', 'D']}",A,omnivores eat plants,0.800000011920929,0.800000011920929,dc78319bb0
10-193,A storm rolls in and the skies are filled with dark clouds which,"{'text': ['melt', 'flood', 'precipitate', 'scurry'], 'label': ['A', 'B', 'C', 'D']}",C,clouds produce rain,1.0,1.7999999523162842,b356d338b7
10-196,Electrical conduction may occur when,"{'text': ['a person takes a trip', 'a person gets a dog', 'a person presses a key to a socket', 'a person moves plastic into a car'], 'label': ['A', 'B', 'C', 'D']}",C,electrical conduction is when metals conduct electricity through metal,1.0,2.0,b356d338b7
10-197,A field of flowers has pollen filled flowers. The most likely thing to do the seed spread would be,"{'text': ['striped falcons', 'human children', 'wild boars', 'avian creature'], 'label': ['A', 'B', 'C', 'D']}",D,"when pollen sticks to a hummingbird , that pollen will move to where the hummingbird moves",1.0,0.5,52dbc5c7af
10-198,Alternative fuel is usually a renewable what?,"{'text': ['sound', 'meal', 'drink', 'asset'], 'label': ['A', 'B', 'C', 'D']}",D,alternative fuel is usually a renewable resource,1.0,0.6700000166893005,1e6dc77bb6
10-199,Which of these use a womb instead of eggs for fetal development?,"{'text': ['chickens', 'falcons', 'lemurs', 'hawks'], 'label': ['A', 'B', 'C', 'D']}",C,live birth means developing inside the mother instead of an egg,1.0,2.0,7c933a44d8
10-201,Sleet is,"{'text': ['potentially dangerous', 'poison', 'hot', 'unhealthy'], 'label': ['A', 'B', 'C', 'D']}",A,sleet is made of ice,1.0,2.0,cee82219a0
10-202,Processes in the food chain begin with,"{'text': ['leafy flora', 'purple horseshoes', 'yellow bees', 'breakfast'], 'label': ['A', 'B', 'C', 'D']}",A,In the food chain process a green plant has the role of producer,0.800000011920929,1.399999976158142,dc78319bb0
10-203,A car converts gasoline into motion and heat through what?,"{'text': ['explosive charisma', 'cooling', 'incineration', 'warming'], 'label': ['A', 'B', 'C', 'D']}",C,a car engine usually converts gasoline into motion and heat through combustion,1.0,1.399999976158142,1e6dc77bb6
10-204,"A crane starts off weighing thirty pounds, then later weighs twenty pounds. When travelling, the crane will fly","{'text': ['taller', 'better', 'slower', 'louder'], 'label': ['A', 'B', 'C', 'D']}",B,"as the weight of an animal decreases , that animal will fly more easily",1.0,1.7999999523162842,b356d338b7
